,Id,Title,Price(Triệu/tháng),Square(m²),District,City,Date,Type,ValueType,ValueDistrict
128,872800,CĂN HỘ DỊCH VỤ 1 PHÒNG NGỦ 35M2 - ĐẦY ĐỦ NỘI THẤT TẠI ĐƯỜNG NGUYỄN SƠN - 5 TRIỆU/THÁNG,5.0,35.0,Tân Phú,Hồ Chí Minh,17/10/2018,Căn hộ,3.322310410225767,2.0499361430395915
129,872805,CĂN HỘ DỊCH VỤ 1 PHÒNG NGỦ 35M2 - ĐẦY ĐỦ NỘI THẤT GẦN CHỢ TÂN HƯƠNG - 5 TRIỆU/THÁNG,5.0,35.0,Tân Phú,Hồ Chí Minh,17/10/2018,Căn hộ,3.322310410225767,2.0499361430395915
130,872828,CĂN HỘ 1 PHÒNG NGỦ 35M2 - ĐẦY ĐỦ NỘI THẤT - MỚI XÂY 100% TẠI ĐƯỜNG VƯỜN LÀI - 5 TRIỆU/THÁNG,5.0,35.0,Tân Phú,Hồ Chí Minh,17/10/2018,Căn hộ,3.322310410225767,2.0499361430395915
131,873581,"Phòng cho thuê đầy đủ tiện nghi: Bếp, Máy lạnh, máy nóng/lạnh, bảo vệ 24/7, nhà để xe. Giá: 3,3tr",3.3,22.0,Quận 4,Hồ Chí Minh,19/10/2018,Phòng trọ,2.2158964012891964,2.09375
132,873886,"Cho thuê phòng trọ khu vực Phan Xích Long gần chợ, siêu thị và công viên",1.8,15.0,Phú Nhuận,Hồ Chí Minh,20/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
133,873934,"PHÒNG ĐẦY ĐỦ TIỆN NGHI CÓ KỆ BẾP NGAY CẦU THỊ NGHÈ, NGUYỄN CỬU VÂN, Q. BÌNH THẠNH, 18M2 - 5 TR/TH",5.0,20.0,Bình Thạnh,Hồ Chí Minh,20/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
134,873938,"CĂN HỘ STUDIO CAO CẤP ĐẦY ĐỦ TIỆN NGHI CÓ KỆ BẾP NGAY CMT8, BÀNH VĂN TRÂN 20M2, 4.9TR/TH",4.9,20.0,Tân Bình,Hồ Chí Minh,20/10/2018,Căn hộ,3.322310410225767,3.20001724137931
135,874112,"Chính chủ cho thuê phòng trọ cao cấp trung tâm quận 1, LH 0901624787",7.5,25.0,Quận 1,Hồ Chí Minh,21/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
136,874206,"Phòng trọ sạch sẽ, có máy lạnh",3.2,15.0,Quận 10,Hồ Chí Minh,22/10/2018,Phòng trọ,2.2158964012891964,2.520494469746259
137,874357,"Phòng sạch sẽ thoáng mát, khu trung tâm, hẻm xe hơi, giá thuê 2trđ/ tháng",2.0,,Quận 3,Hồ Chí Minh,22/10/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
138,874543,HOT HOT!!!! Căn hộ mini giá rẻ trung tâm Quận Phú Nhuận,5.8,25.0,Phú Nhuận,Hồ Chí Minh,22/10/2018,Căn hộ,3.322310410225767,3.271339739966083
139,874828,"Phòng trọ tiện nghi ngay Bùi Đình Túy, quận Bình Thạnh, 14m2, 3.5 tr/th",3.5,14.0,Bình Thạnh,Hồ Chí Minh,22/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
140,875020,"Phòng đẹp khép kín mới xây, giá rẻ nhất Q.Gò Vấp",3.2,17.0,Gò Vấp,Hồ Chí Minh,23/10/2018,Phòng trọ,2.2158964012891964,1.9714989444053483
141,875272,Phòng FULL nộ thất Thảo điền cách ngã 4 hàng xanh 3km. Gía 4.5tr lh O961510324 Thành,,,Quận 2,Hồ Chí Minh,23/10/2018,Phòng trọ,2.2158964012891964,8.721003134796238
142,877526,KÝ TÚC XÁ SINH VIÊN GIÁ 450K KV BÌNH THẠNH,0.45,25.0,Bình Thạnh,Hồ Chí Minh,24/10/2018,KTX,1.481689296269328,2.488339645206299
143,877987,Ở ghép KTX máy lạnh gần ĐH Hutech đường Ung Văn Khiêm giá 450 nghìn/tháng,0.45,,Bình Thạnh,Hồ Chí Minh,24/10/2018,KTX,1.481689296269328,2.488339645206299
144,878090,"Cho thuê phòng trọ ngay trung tâm quận 4, nhà mới, nội thất mới",5.3,25.0,Quận 4,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.09375
145,878221,"Cho thuê phòng trọ mới xây đầy đủ nội thất, có bếp nấu nấu ăn, trung tâm Quận 4",5.0,25.0,Quận 4,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.09375
146,878264,Cho thuê phòng trọ đường Hòa Bình,5.0,30.0,Tân Phú,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.0499361430395915
147,879104,"Phòng trọ đúc sạch sẽ, an ninh, tự do - 4/5 Bàu Cát 1, Tân Bình",2.7,30.0,Tân Bình,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
148,879371,Cho thuê phòng trọ đường Cộng Hòa,4.0,,Tân Bình,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
149,879717,"PHÒNG TRỌ Q1, 168 CÔ GIANG, FULL NỘI THẤT, GẦN TRUNG TÂM THÀNH PHỐ THUẬN TIỆN ĐI LẠI",5.5,28.0,Quận 1,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
150,879863,"Cho thuê phòng tại Tân Phú, sát ĐH Công nghiệp Thực Phẩm, hẻm ô tô, có máy lạnh, ban công, toilet",3.5,25.0,Tân Phú,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.0499361430395915
151,880774,"Phòng 42m2, full nội thất cao cấp, ngay ngã tư Phú Nhuận",6.2,42.0,Phú Nhuận,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
153,881477,"Phòng cho thuê cao cấp. Đường Bạch Đằng, quận bình thạnh. ",5.0,35.0,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
154,881773,"Cho thuê phòng trọ đường Ung Văn Khiêm, quận Bình Thạnh, giá 3,6 triệu/tháng, diện tích 40m2",3.6,40.0,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
155,881919,"PHÒNG FULL NỘI THẤT, GIỜ TỰ DO, NGAY CHỢ BÀ CHIỂU.",4.2,,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
156,881941,"Phòng trọ cao cấp CMT8, Q. 3, gần CV Lê Thị Riêng tiện nghi bao điện nước máy lạnh máy giặt",1.5,15.0,Quận 3,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
157,882005,"PHÒNG CÓ NỘI THẤT, GIỜ GIẤC TỰ DO, NGAY VŨ TÙNG, CHỢ BÀ CHIỂU.",4.2,,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
158,882821,Phòng Tân Bình full nội thất 5 sao (Sát sân bay Tân Sơn Nhất),4.5,20.0,Tân Bình,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
159,883267,Cho thuê phòng trong nhà nguyên căn quận 1,4.5,30.0,Quận 1,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
160,883309,"Phòng trọ tại Nguyễn thị thập , Q7 giá từ 3tr5",3.5,,Quận 7,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.6204352741661956
161,883385,"Cho thuê nhà trên lầu 1, 1PN, 1PK, 32m2 giá 3tr thương lượng",3.0,32.0,Tân Phú,Hồ Chí Minh,24/10/2018,Khác,4.030355856504826,2.0499361430395915
162,883503,Phòng trọ quận 3 full nội thất - có bếp - an ninh 100%,6.1,28.0,Quận 3,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
163,883593,"Cần nam ở ghép trong căn hộ Eratown Đức Khải. Giá 1.5tr/tháng bao Phí quản lý, điện, nước, wf",1.5,30.0,Quận 7,Hồ Chí Minh,24/10/2018,Căn hộ,3.322310410225767,2.6204352741661956
164,883770,"Cho thuê phòng giá rẻ ngay Hàng Xanh có máy lạnh, giờ giấc tự do. 0933010793 ",,,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
165,884130,"DUHA Homes cho thuê phòng dịch vụ bên hông siêu thị Pandora, 11/36 Hồ Đắc Di, QTân Phú",4.8,,Tân Phú,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.0499361430395915
166,884936,Phòng đẹp cần cho thuê trung tâm Bình Thạnh Sát các trường đại học,4.5,20.0,Bình Thạnh,Hồ Chí Minh,24/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
167,885092, Shock!! Cho thuê phòng giá rẻ ở ngay cầu chữ Y diện tích 16m2 đầy đủ tiện nghi _LH: 0898521165,3.3,20.0,Quận 8,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,2.557029177718833
168,886529,"Cho thuê phòng mới full nội thất đường Ung Văn Khiêm, quận Bình Thạnh - 0933396482",4.8,18.0,Bình Thạnh,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
169,887637,"Phòng đẹp cho thuê trong chung cư mini Đủ Tiện Nghi - MT Trường Chinh, DT: 20 – 35m2 (Có Thang Máy)",3.0,25.0,Tân Phú,Hồ Chí Minh,25/10/2018,Căn hộ,3.322310410225767,2.0499361430395915
170,888128,PHÒNG CHO THUÊ SẠCH SẼ THOÁNG MÁT NGAY TRUNG TÂM QUẬN PHÚ NHUẬN,4.5,,Phú Nhuận,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
171,888466,Phòng MINI CAO CẤP GIÁ RẺ QUẬN ️,6.0,27.0,Quận 1,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
172,889879,"Cho thuê phòng mới giờ tự do gần ĐH Nguyễn Tất Thành, Quận 4. 3tr/th ở 3-4 người LH 0903.12.08.21",3.0,20.0,Quận 4,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,2.09375
173,889918,"Căn hộ chung cư nguyễn văn lượng 3, cạnh UB phường 16 đường Thống Nhất, rộng, yên tĩnh, giá rẻ",4.5,60.0,Gò Vấp,Hồ Chí Minh,25/10/2018,Căn hộ,3.322310410225767,1.9714989444053483
174,889964,"Căn hộ mini chính chủ, đường Bạch Đằng, ban công thoáng mát, wc riêng, mới, sạch đẹp, giá rẻ",3.5,20.0,Bình Thạnh,Hồ Chí Minh,25/10/2018,Căn hộ,3.322310410225767,2.488339645206299
175,890148,"CHO THUÊ PHÒNG TRỌ SẠCH SẼ,THOÁNG MÁT, ĐƯỜNG PHÚ MỸ,NGÔ TẤT TỐ, Q.BÌNH THẠNH.GIÁ 3TR. LH 0902843600",4.0,20.0,Bình Thạnh,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
176,890173,"Phòng đẹp có Wc riêng- 122 Bạch Đằng, Tân Bình gần Cv Gia Định, giá 2,7tr",2.7,30.0,Tân Bình,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
177,890340,Cho Thuê Văn Phòng Quận 8 -Giao Thông Tốt-Gần Đại Lộ Văn Kiệt,9.0,100.0,Quận 8,Hồ Chí Minh,25/10/2018,Phòng trọ,2.2158964012891964,2.557029177718833
178,892094,"Phòng nguyên lầu 3, Trần Kế Xương, 3tr500",3.5,30.0,Phú Nhuận,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
179,892150,Cho thuê phòng riêng 3tr5 có máy lạnh quận 7 mới xây,3.5,28.0,Quận 7,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,2.6204352741661956
180,892408,"Cho thuê phòng đẹp khu Phan Xích Long, giờ tự do có WC riêng",3.3,25.0,Phú Nhuận,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
181,892507,Phòng trọ full hết nội thất cho thuê giá rẻ đường Nguyễn Thái Sơn quận Gò vấp giá chỉ 4.5tr/th,4.5,28.0,Gò Vấp,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,1.9714989444053483
182,893024,"Căn hộ ban công cao cấp, full nội thất đường Phan Xích Long, Phú Nhuận, nhà mới 100%",7.0,25.0,Phú Nhuận,Hồ Chí Minh,26/10/2018,Căn hộ,3.322310410225767,3.271339739966083
183,893445,"Cho thuê phòng đầy đủ tiện nghi CMT8, Quận 3",6.6,25.0,Quận 3,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
184,893617,"KTX máy lạnh 450k tại 7 Bạch Đằng, Q. Tân Bình",0.45,,Tân Bình,Hồ Chí Minh,26/10/2018,KTX,1.481689296269328,3.20001724137931
185,894777,"Cho Thuê Căn Hộ Đây Đủ Nội Thất Đường Mạc Đĩnh Chi, Q1, DT: 15m2, Giá 6.5 tr, Bao Điện Nước ",6.5,15.0,Quận 1,Hồ Chí Minh,26/10/2018,Căn hộ,3.322310410225767,3.563218390804598
186,894900,"Phòng cao cấp mới xây, ngay cầu Kênh Tẻ, trung tâm Quận 4",5.3,25.0,Quận 4,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,2.09375
187,895251,"Cho thuê phòng thiết kế đẹp đầy đủ tiện nghi giờ giấc tự do, giá chỉ 4 triệu/tháng. LH 0909638485",4.0,22.0,Tân Bình,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
188,897071,"Cho thuê phòng nhỏ tại 406/25 Xô Viết Nghệ Tĩnh, P25, Q Bình Thạnh.",1.0,,Bình Thạnh,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
189,897901,"Cho thuê phòng trọ đầy đủ nội thất, đường Hoàng Hoa Thám, khu quân đội, giá 7tr/tháng",7.0,45.0,Tân Bình,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
190,898086,Phòng cho thuê gần sân bay Tân Sơn Nhất,5.5,30.0,Tân Bình,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
191,898339,Cho thuê phòng cạnh Quận 1 đủ tiện nghi,6.0,27.0,Bình Thạnh,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
192,898378,"Phòng 4 triệu, DT 30m2 MT đường Hoàng Hoa Thám, Tân Bình",4.0,30.0,Tân Bình,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
193,898405,"Cho thuê phòng Era Town, Q. 7, bảo vệ 24/24, wifi, máy giặt, tủ lanh free",,,Quận 7,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,2.6204352741661956
194,898488,"Phòng cho thuê đầy đủ tiện nghi 30m2 ngay Lotte Cộng Hòa, gần E-Town ",4.5,30.0,Tân Bình,Hồ Chí Minh,30/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
195,898909,"Phòng cho thuê full nội thất ngay phố Tây Bùi Viện, quận 1",8.5,24.0,Quận 1,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
196,899431,Cho thuê khu trọ cao cấp q9 ưu tiên nhân viên văn phòng. LH: 0919.694.885 Ms Hương,2.0,30.0,Quận 9,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,1.7041666666666668
197,900188,"Phòng full nội thất, có bếp riêng, ngay Bùi Viện quận 1",7.0,16.0,Quận 1,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
198,900437,CHO THUÊ PHÒNG CAO CẤP FULL NỘI THẤT GẦN CẦU THAM LƯƠNG PHAN HUY ÍCH QUẬN TÂN BÌNH,4.5,20.0,Tân Bình,Hồ Chí Minh,26/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
199,902024,"Nhà nguyên căn 7PN, 7WC ngay khu sân bay, khu văn phòng",19.0,80.0,Tân Bình,Hồ Chí Minh,27/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
200,902348,"Cho thuê phòng trọ tại 78/F7 Cộng Hòa, Tân Bình, gần bùng Binh Lăng Cha Cả, LH: 01699168376",2.0,14.0,Tân Bình,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
201,902417,"Phòng giá rẻ 2 triệu, cạnh BV Gia Định, lầu 4, wc ngoài phòng tầng trệt, có máy giặt, bảo vệ 24/24",2.0,12.0,Bình Thạnh,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
203,902960,"Phòng ở cao cấp ngay ngã tư Út Tịch và Hoàng Văn Thụ. Nội thất đầy đủ, giờ tự do, giá 5,5tr/tháng",5.5,25.0,Tân Bình,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
204,902989,"Cho thuê phòng trọ full nội thất 472/52 Cách Mạng Tháng Tám, Quận 3",5.1,32.0,Quận 3,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
205,903013,"Phòng rộng 20m2, có cửa sổ ban công thoáng mát, gần Hàng xanh, chợ Bà chiểu, chính chủ, ở liền",3.5,20.0,Bình Thạnh,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
206,903240,Phòng trọ quận 7_4tr/tháng_Ban Công thoáng mát_4tr9_Full nội thất_ LH 0929272290,4.0,25.0,Quận 7,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,2.6204352741661956
208,903689,GẤP GẤP! CHO THUÊ PHÒNG TRỌ ĐƯỜNG D2 P.25 BÌNH THẠNH.PHÒNG Ơ ĐC 4 NGƯỜI. LH:0909.505.752,4.5,28.0,Bình Thạnh,Hồ Chí Minh,28/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
209,903835,Cho thuê căn hộ đầy đủ nội thất ngay trung tâm Q1,7.5,30.0,Quận 1,Hồ Chí Minh,28/10/2018,Căn hộ,3.322310410225767,3.563218390804598
210,904424,"KTX giá rẻ 450k/th có máy lạnh, máy nước nóng, Wifi, đầy đủ tiện nghi tại Bình Thanh",0.45,,Bình Thạnh,Hồ Chí Minh,29/10/2018,KTX,1.481689296269328,2.488339645206299
211,905566,Cho thuê căn hộ full nội thất 30m2 đường Xô Viết Nghệ Tĩnh gần cầu Thị Nghè giá 6tr LH:0907199636,6.0,30.0,Bình Thạnh,Hồ Chí Minh,29/10/2018,Căn hộ,3.322310410225767,2.488339645206299
212,905784,Cho thuê phòng cao cấp tại 554/13 Phạm Văn Đồng,3.7,17.0,Bình Thạnh,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
213,906571,"Phòng trọ có view bếp cực đẹp full nội thất Nguyễn Thái Sơn,Gò Vấp giá 5.5tr/th",5.5,45.0,Gò Vấp,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,1.9714989444053483
214,907031,"Cho thuê phòng mới xây siêu cao cấp tại đường số 2, trường thọ thủ đức",2.7,20.0,Thủ Đức,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,1.85
215,907324,Cho thuê phòng trọ Quận Phú Nhuận 2.800.000 đ/tháng- 21 m2,2.8,21.0,Phú Nhuận,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,3.271339739966083
216,907516,"Full nội thất . giá 2,7tr ,19m2 , tây thạnh ",2.7,19.0,Tân Phú,Hồ Chí Minh,29/10/2018,Khác,4.030355856504826,2.0499361430395915
217,907880,"Phòng mới xây, nội thất mới tinh, kệ bếp đường Vĩnh Viễn, Q. 10 (chính Chủ)",5.0,20.0,Quận 10,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,2.520494469746259
218,908314,"Chính chủ cho thuê phòng đẹp 35m2 đường Trường Chinh, Tân Bình",5.5,35.0,Tân Bình,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
219,908500,"Cho Thuê Phòng Trọ Giá Rẻ Đường Hoàng Hoa Thám,Phường 5,quận Bình Thạnh",3.0,37.0,Bình Thạnh,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,2.488339645206299
220,908636,"Cho thuê phòng 15m2 tại Q1, TP. HCM",4.0,15.0,Quận 1,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,3.563218390804598
221,908723,Chính chủ cho thuê phòng đẹp 25m2 đường Nguyễn Sỹ Sách Tân Bình,4.0,25.0,Tân Bình,Hồ Chí Minh,29/10/2018,Phòng trọ,2.2158964012891964,3.20001724137931
222,909764,"Cho thuê phòng trọ, giá 1,2tr , phòng 1 người, ở trung tâm thành phố",1.2,12.0,Quận 1,Hồ Chí Minh,01/11/2018,Phòng trọ,2.2158964012891964,3.563218390804598
223,909859,Cho thuê phòng trọ lầu 2 sạch sẽ thoáng mát vệ sinh khép kín,2.5,23.0,Bình Tân,Hồ Chí Minh,03/10/2018,Phòng trọ,2.2158964012891964,1.5922038980509747
224,909946,"Phòng trọ xây mới kiểu căn hộ mini, gần ngã tư Hồng Lạc - Lạc Long Quân",4.0,32.0,Tân Bình,Hồ Chí Minh,03/11/2018,Căn hộ,3.322310410225767,3.20001724137931
225,910064,"Căn hộ mini 30m Đường Quách Văn Tuấn, Quận Tân Bình ",4.5,30.0,Tân Bình,Hồ Chí Minh,04/11/2018,Căn hộ,3.322310410225767,3.20001724137931
226,910065,"Cho thuê phòng giá rẻ nghỉ đầy đủ tiện nghi 4,5tr/ tháng",4.5,20.0,Bình Thạnh,Hồ Chí Minh,04/11/2018,Phòng trọ,2.2158964012891964,2.488339645206299
227,1046850,"Dãy phòng trọ mới xây, an ninh, yên tĩnh, thoáng mát trung tâm Quận 9",1.8,18.0,Quận 9,Hồ Chí Minh,18/11/2018,Phòng trọ,2.2158964012891964,1.7041666666666668
228,1061454,"Cho thuê phòng trọ cao cấp, full nội thất đường Phan Tây Hồ",3.5,15.0,Phú Nhuận,Hồ Chí Minh,20/11/2018,Phòng trọ,2.2158964012891964,3.271339739966083
229,1063224,Cho sinh viên thuê ở ghép - Liên hệ : 090.848.9070 – mr. quý,1.3,40.0,Quận 3,Hồ Chí Minh,21/11/2018,Phòng ở ghép,1.0,3.0926301555104803
230,1071197,Phòng trọ cao cấp đường Bình Quới quận Bình Thạnh,3.0,20.0,Bình Thạnh,Hồ Chí Minh,22/11/2018,Phòng trọ,2.2158964012891964,2.488339645206299
231,1071295,Phòng trọ KTX cực sang chảnh cho sinh viên Bình Thạnh,1.6,30.0,Bình Thạnh,Hồ Chí Minh,22/11/2018,KTX,1.481689296269328,2.488339645206299
232,1088439,Cho thuê phòng đầy đủ tiện nghi giá rẻ quận 11 TP.Hồ Chí Minh,3.5,50.0,Quận 11,Hồ Chí Minh,24/11/2018,Phòng trọ,2.2158964012891964,1.6710875331564987
233,1094400,Cho thuê phòng quận 3 có lối đi riêng không va chạm ,4.0,3.0,Quận 3,Hồ Chí Minh,26/11/2018,Phòng trọ,2.2158964012891964,3.0926301555104803
234,1097179,Cho thuê phòng trọ tại khách sạn Hoa Đào 2.600.000 đ/tháng,2.6,16.0,Quận 7,Hồ Chí Minh,26/11/2018,Phòng trọ,2.2158964012891964,2.6204352741661956
235,1102382,Cho thuê nhà trọ dạng căn hộ mini cao cấp mới xây,6.0,21.0,Bình Thạnh,Hồ Chí Minh,27/11/2018,Căn hộ,3.322310410225767,2.488339645206299
236,1113828,"Cho thuê phòng cao cấp đường Đinh Bộ Lĩnh, quận Bình Thạnh",4.0,25.0,Bình Thạnh,Hồ Chí Minh,29/11/2018,Phòng trọ,2.2158964012891964,2.488339645206299
237,1113858,"Phòng để ở và kết hợp BH Online tại 108/64A1 Trần Quang Diệu, P.14, Q.3 - 20m2, 4tr/ tháng",4.0,20.0,Quận 3,Hồ Chí Minh,20/06/2020,Phòng trọ,2.2158964012891964,3.0926301555104803
239,1130759,"Phòng cho nữ ở giá rẻ tiện nghi Bình Thạnh, Hồ Chí Minh",3.5,20.0,Bình Thạnh,Hồ Chí Minh,01/12/2018,Phòng trọ,2.2158964012891964,2.488339645206299
240,1133593,Cho thuê phòng trọ ở quận Tân Bình giá rẻ diện tích 15m2,1.7,15.0,Tân Bình,Hồ Chí Minh,06/12/2018,Phòng trọ,2.2158964012891964,3.20001724137931
